year,sex,age,deaths,deaths_homicidios,deaths_otras,prop_homicidios
1990,female,0,886.382887366776,0,886.382887366776,0
1990,female,1,334.110071043975,0,334.110071043975,0
1990,female,5,87.4705754453097,0,87.4705754453097,0
1990,female,10,48.2842941379681,0,48.2842941379681,0
1990,female,15,62.8869400387216,0,62.8869400387216,0
1990,female,20,84.4975147414441,0,84.4975147414441,0
1990,female,25,101.942511393081,0,101.942511393081,0
1990,female,30,84.4975147414441,0,84.4975147414441,0
1990,female,35,120.71073534492,0,120.71073534492,0
1990,female,40,128.758117701248,0,128.758117701248,0
1990,female,45,175.769091846126,0,175.769091846126,0
1990,female,50,240.330431351146,0,240.330431351146,0
1990,female,55,323.907139842202,0,323.907139842202,0
1990,female,60,348.944015155174,0,348.944015155174,0
1990,female,65,544.029824917331,0,544.029824917331,0
1990,female,70,587.136668346161,0,587.136668346161,0
1990,female,75,722.136091209492,0,722.136091209492,0
1990,female,80,777.577018857045,0,777.577018857045,0
1990,female,85,1288.596574747,0,1288.596574747,0
1990,male,0,1093.10785822356,0,1093.10785822356,0
1990,male,1,289.518276831204,0,289.518276831204,0
1990,male,5,95.5929163501452,0,95.5929163501452,0
1990,male,10,80.4616550994909,0,80.4616550994909,0
1990,male,15,180.51907578467,0,180.51907578467,0
1990,male,20,201.154137748727,0,201.154137748727,0
1990,male,25,201.815651356089,0,201.815651356089,0
1990,male,30,185.061806728829,0,185.061806728829,0
1990,male,35,235.350341166011,0,235.350341166011,0
1990,male,40,283.627334225706,0,283.627334225706,0
1990,male,45,303.004334077197,0,303.004334077197,0
1990,male,50,284.718208588112,0,284.718208588112,0
1990,male,55,394.262109987506,0,394.262109987506,0
1990,male,60,435.609885962797,0,435.609885962797,0
1990,male,65,610.67718862463,0,610.67718862463,0
1990,male,70,810.973370066622,0,810.973370066622,0
1990,male,75,810.767632786068,0,810.767632786068,0
1990,male,80,779.473584902694,0,779.473584902694,0
1990,male,85,1280.33661326338,0,1280.33661326338,0
1991,female,0,743.924433451336,0,743.924433451336,0
1991,female,1,160.903493485711,0,160.903493485711,0
1991,female,5,36.2032860342849,0,36.2032860342849,0
1991,female,10,54.3049290514274,0,54.3049290514274,0
1991,female,15,58.3275163885701,0,58.3275163885701,0
1991,female,20,94.5308024228551,0,94.5308024228551,0
1991,female,25,90.5082150857123,0,90.5082150857123,0
1991,female,30,88.4969214171409,0,88.4969214171409,0
1991,female,35,146.824437805711,0,146.824437805711,0
1991,female,40,154.869612479997,0,154.869612479997,0
1991,female,45,164.926080822853,0,164.926080822853,0
1991,female,50,261.46817691428,0,261.46817691428,0
1991,female,55,301.694050285708,0,301.694050285708,0
1991,female,60,450.52978175999,0,450.52978175999,0
1991,female,65,491.654475012611,0,491.654475012611,0
1991,female,70,624.390482388737,0,624.390482388737,0
1991,female,75,695.666459319518,0,695.666459319518,0
1991,female,80,788.357591879094,0,788.357591879094,0
1991,female,85,1278.22874070139,0,1278.22874070139,0
1991,male,0,1071.11922297854,0,1071.11922297854,0
1991,male,1,179.485732899583,0,179.485732899583,0
1991,male,5,78.6510514953228,0,78.6510514953228,0
1991,male,10,56.4674215863856,0,56.4674215863856,0
1991,male,15,135.118473081708,0,135.118473081708,0
1991,male,20,197.63597555235,0,197.63597555235,0
1991,male,25,177.469039271498,0,177.469039271498,0
1991,male,30,217.802911833202,0,217.802911833202,0
1991,male,35,242.003235370224,0,242.003235370224,0
1991,male,40,258.136784394906,0,258.136784394906,0
1991,male,45,274.270333419587,0,274.270333419587,0
1991,male,50,262.170171651076,0,262.170171651076,0
1991,male,55,383.171789336188,0,383.171789336188,0
1991,male,60,445.689291806829,0,445.689291806829,0
1991,male,65,610.156936259902,0,610.156936259902,0
1991,male,70,789.652069078576,0,789.652069078576,0
1991,male,75,887.586993807794,0,887.586993807794,0
1991,male,80,847.08103666194,0,847.08103666194,0
1991,male,85,1156.52204280747,0,1156.52204280747,0
1992,female,0,743.008932714149,0,743.008932714149,0
1992,female,1,190.258352042707,0,190.258352042707,0
1992,female,5,46.0625483892869,0,46.0625483892869,0
1992,female,10,40.0543899037277,0,40.0543899037277,0
1992,female,15,68.0924628363371,0,68.0924628363371,0
1992,female,20,58.0788653604052,0,58.0788653604052,0
1992,female,25,90.1223772833874,0,90.1223772833874,0
1992,female,30,88.119657788201,0,88.119657788201,0
1992,female,35,142.193084158233,0,142.193084158233,0
1992,female,40,182.247474061961,0,182.247474061961,0
1992,female,45,204.277388509011,0,204.277388509011,0
1992,female,50,286.388887811653,0,286.388887811653,0
1992,female,55,306.416082763517,0,306.416082763517,0
1992,female,60,386.524862570973,0,386.524862570973,0
1992,female,65,502.682593291783,0,502.682593291783,0
1992,female,70,688.935506344117,0,688.935506344117,0
1992,female,75,654.889274925948,0,654.889274925948,0
1992,female,80,813.104115045673,0,813.104115045673,0
1992,female,85,1272.79466019856,0,1272.79466019856,0
1992,male,0,895.923828370201,0,895.923828370201,0
1992,male,1,130.865278301265,0,130.865278301265,0
1992,male,5,52.3461113205061,0,52.3461113205061,0
1992,male,10,66.4392951375655,0,66.4392951375655,0
1992,male,15,169.118205804712,0,169.118205804712,0
1992,male,20,203.344509360428,0,203.344509360428,0
1992,male,25,231.530876994546,0,231.530876994546,0
1992,male,30,193.2779494911,0,193.2779494911,0
1992,male,35,239.584124890009,0,239.584124890009,0
1992,male,40,308.03673200144,0,308.03673200144,0
1992,male,45,326.15653976623,0,326.15653976623,0
1992,male,50,346.289659504887,0,346.289659504887,0
1992,male,55,384.542587008333,0,384.542587008333,0
1992,male,60,463.061753989093,0,463.061753989093,0
1992,male,65,581.847160447164,0,581.847160447164,0
1992,male,70,676.472823218848,0,676.472823218848,0
1992,male,75,744.92543033028,0,744.92543033028,0
1992,male,80,853.644276919023,0,853.644276919023,0
1992,male,85,1120.34134114474,0,1120.34134114474,0
1993,female,0,810.530684930946,0,810.530684930946,0
1993,female,1,170.75588903132,0,170.75588903132,0
1993,female,5,50.2223203033295,0,50.2223203033295,0
1993,female,10,34.1511778062641,0,34.1511778062641,0
1993,female,15,64.2845699882618,0,64.2845699882618,0
1993,female,20,68.3023556125281,0,68.3023556125281,0
1993,female,25,80.3557124853272,0,80.3557124853272,0
1993,female,30,114.506890291591,0,114.506890291591,0
1993,female,35,120.533568727991,0,120.533568727991,0
1993,female,40,158.702532158521,0,158.702532158521,0
1993,female,45,192.853709964785,0,192.853709964785,0
1993,female,50,243.076030268115,0,243.076030268115,0
1993,female,55,359.591813371839,0,359.591813371839,0
1993,female,60,445.974204293566,0,445.974204293566,0
1993,female,65,486.15206053623,0,486.15206053623,0
1993,female,70,650.881271131151,0,650.881271131151,0
1993,female,75,685.032448937415,0,685.032448937415,0
1993,female,80,817.619374538205,0,817.619374538205,0
1993,female,85,1404.21607568109,0,1404.21607568109,0
1993,male,0,908.811027649144,0,908.811027649144,0
1993,male,1,156.647008709788,0,156.647008709788,0
1993,male,5,64.2654394706822,0,64.2654394706822,0
1993,male,10,68.2820294375998,0,68.2820294375998,0
1993,male,15,128.530878941364,0,128.530878941364,0
1993,male,20,210.870973263176,0,210.870973263176,0
1993,male,25,220.91244818047,0,220.91244818047,0
1993,male,30,226.937333130846,0,226.937333130846,0
1993,male,35,249.028577948893,0,249.028577948893,0
1993,male,40,271.11982276694,0,271.11982276694,0
1993,male,45,339.40185220454,0,339.40185220454,0
1993,male,50,377.559456890258,0,377.559456890258,0
1993,male,55,431.783421443646,0,431.783421443646,0
1993,male,60,455.882961245152,0,455.882961245152,0
1993,male,65,562.322595368469,0,562.322595368469,0
1993,male,70,783.235043548939,0,783.235043548939,0
