"year","sex","age","deaths"
2013,"male",1,76.1425668282007
2013,"male",5,44.0825386900109
2013,"male",10,54.1012974831952
2013,"male",15,112.210098483664
2013,"male",20,166.311395966859
2013,"male",25,242.45396279506
2013,"male",30,314.589026105987
2013,"male",35,418.784117555104
2013,"male",40,440.825386900109
2013,"male",45,593.110520556511
2013,"male",50,665.245583867438
2013,"male",55,833.560731592934
2013,"male",60,945.770830076598
2013,"male",65,1140.13475066437
2013,"male",70,1118.09348131937
2013,"male",75,1352.53243707988
2013,"male",80,1518.84383304674
2013,"male",85,2358.41581991559
2014,"male",0,447.421203074008
2014,"male",1,68.0313142420241
2014,"male",5,42.0193411494855
2014,"male",10,56.025788199314
2014,"male",15,152.069996540995
2014,"male",20,194.089337690481
2014,"male",25,216.099468768782
2014,"male",30,272.125256968096
2014,"male",35,350.161176245712
2014,"male",40,464.213673651459
2014,"male",45,556.256039978903
2014,"male",50,748.344456662265
2014,"male",55,784.361034790396
2014,"male",60,928.427347302917
2014,"male",65,1150.52957909305
2014,"male",70,1192.54892024254
2014,"male",75,1396.64286296861
2014,"male",80,1504.692597353
2014,"male",85,2511.15586393354
2015,"male",0,517.151381792872
2015,"male",1,84.1041429109792
2015,"male",5,48.0595102348453
2015,"male",10,54.0669490142009
2015,"male",15,116.143816400876
2015,"male",20,236.292591987989
2015,"male",25,222.275234836159
2015,"male",30,298.369459374664
2015,"male",35,414.51327577554
2015,"male",40,488.605020720927
2015,"male",45,578.716602411262
2015,"male",50,734.910010674509
2015,"male",55,847.048867889148
2015,"male",60,1029.27451086294
2015,"male",65,1223.51503139544
2015,"male",70,1321.63653145824
2015,"male",75,1599.98119490172
2015,"male",80,1824.258909331
2015,"male",85,2897.58797124255
2016,"male",0,386.195926954729
2016,"male",1,86.1677412401074
2016,"male",5,28.0546134270117
2016,"male",10,60.1170287721679
2016,"male",15,122.237958503408
2016,"male",20,266.518827556611
2016,"male",25,298.581242901767
2016,"male",30,324.631955369707
2016,"male",35,424.82700332332
2016,"male",40,587.142981008174
2016,"male",45,685.334128002715
2016,"male",50,805.56818554705
2016,"male",55,849.65400664664
2016,"male",60,1072.08701310366
2016,"male",65,1314.55902915141
2016,"male",70,1366.66045408728
2016,"male",75,1502.9257193042
2016,"male",80,1514.94912505863
2016,"male",85,2687.23118611591
2017,"male",0,475.813802295054
2017,"male",1,86.0620783069862
2017,"male",5,26.0187678602516
2017,"male",10,32.0230989049251
2017,"male",15,110.07940248568
2017,"male",20,230.166023379149
2017,"male",25,250.180460194727
2017,"male",30,298.215108552115
2017,"male",35,370.267081088196
2017,"male",40,512.369582478801
2017,"male",45,662.477858595637
2017,"male",50,752.542824265739
2017,"male",55,912.658318790365
2017,"male",60,1046.75504545474
2017,"male",65,1288.92973092323
2017,"male",70,1395.0062460458
2017,"male",75,1529.10297271017
2017,"male",80,1419.02357022449
2017,"male",85,2465.77861567923
2018,"male",0,401.131929569683
2018,"male",1,64.0090414155162
2018,"male",5,42.0059334289325
2018,"male",10,44.0062159731674
2018,"male",15,148.020908273381
2018,"male",20,236.033340219716
2018,"male",25,282.039838737118
2018,"male",30,336.04746743146
2018,"male",35,458.064702629788
2018,"male",40,558.078829841532
2018,"male",45,630.089001433988
2018,"male",50,798.112735149718
2018,"male",55,1008.14240229438
2018,"male",60,1148.16218039082
2018,"male",65,1256.17743777951
2018,"male",70,1468.2073874684
2018,"male",75,1460.20625729146
2018,"male",80,1468.2073874684
2018,"male",85,2352.33227202022
2019,"male",0,347.456394870599
2019,"male",1,72.0778216359516
2019,"male",5,30.0324256816465
2019,"male",10,50.0540428027442
2019,"male",15,116.125379302367
2019,"male",20,244.263728877392
2019,"male",25,320.345873937563
2019,"male",30,392.423695573514
2019,"male",35,498.538266315332
2019,"male",40,538.581500557528
2019,"male",45,712.769569511077
2019,"male",50,774.83658258648
2019,"male",55,995.074370918555
2019,"male",60,1109.19758850881
2019,"male",65,1377.48725793152
2019,"male",70,1593.72072283938
2019,"male",75,1541.66451832452
2019,"male",80,1591.71856112727
2019,"male",85,2512.71294869776
2020,"male",0,396.026300446474
2020,"male",1,58.0787069967495
2020,"male",5,42.0569947217842
2020,"male",10,46.0624227905255
2020,"male",15,118.16012802787
2020,"male",20,210.284973608921
2020,"male",25,314.426103396196
2020,"male",30,382.518380564799
2020,"male",35,484.656796317703
2020,"male",40,700.949912029736
2020,"male",45,939.272882119846
2020,"male",50,1131.53342941943
2020,"male",55,1476.00024333119
2020,"male",60,1878.54576423969
2020,"male",65,2086.82802381424
2020,"male",70,2481.36268858527
2020,"male",75,2393.24327107296
2020,"male",80,2375.21884476362
2020,"male",85,3146.26374799633
2021,"male",0,304.237424939273
2021,"male",1,86.0160926784798
2021,"male",5,30.0056137250511
2021,"male",10,50.0093562084185
2021,"male",15,138.025823135235
2021,"male",20,306.057259995521
2021,"male",25,428.080089144062
2021,"male",30,494.092439339175
2021,"male",35,680.127244434492
2021,"male",40,832.155687308084
2021,"male",45,1172.21930952533
2021,"male",50,1228.22978847876
2021,"male",55,1516.28368023925
2021,"male",60,1790.33495226138
2021,"male",65,2090.39108951189
2021,"male",70,2450.45845421251
2021,"male",75,2322.43450231895
2021,"male",80,2252.42140362717
2021,"male",85,3208.60029433213
2022,"male",0,312.328645947102
2022,"male",1,66.0479932289571
2022,"male",5,46.0334498262428
